Date,Open,High,Low,Close,volume_obv,volume_adi,volume_fi,volume_sma_em,trend_adx,trend_aroon_ind,trend_macd,momentum_rsi,momentum_stoch
2018-10-22 00:00:00-04:00,53.346595437541566,53.73585476554834,53.02975805580045,53.31943893432617,8680200,-1557980.261356078,,,0.0,,,,
2018-10-23 00:00:00-04:00,52.83059982581697,53.681536953389084,52.69481040662418,53.23796463012695,-4154000,-262733.84454616206,,,0.0,,,,
2018-10-24 00:00:00-04:00,53.02070647161981,53.66343574000105,52.459450170587516,52.55902862548828,-16343700,-10436078.295874393,,,0.0,,,,
2018-10-25 00:00:00-04:00,52.76723809765272,53.835437721611335,52.23313828567342,53.373756408691406,-6774100,-6381184.714693526,,,0.0,,,,
2018-10-26 00:00:00-04:00,52.54092439675554,52.83060529798803,51.9525081236634,52.56808090209961,-20141700,-1006597.8277972378,,,0.0,,,,
2018-10-29 00:00:00-04:00,53.12027904652643,54.0255326043019,52.23313097429865,52.83964920043945,-5728900,-5665305.058191489,,,0.0,,,,
2018-10-30 00:00:00-04:00,52.89396648191122,53.2922768103671,52.22407731927307,53.0388069152832,8501200,1811558.333655416,,,0.0,,,,
2018-10-31 00:00:00-04:00,53.39186722981973,53.51860220578412,52.69482140874648,52.74913787841797,-3059200,-8224358.167218753,,,0.0,,,,
2018-11-01 00:00:00-04:00,52.77628448915986,53.473330179511876,52.56807657436928,53.07501983642578,15713200,-5971618.60728202,,,0.0,,,,
2018-11-02 00:00:00-04:00,56.11667113391524,59.45705561226501,56.035198173308245,58.22591018676758,61286200,6808086.244045747,,,0.0,,,,
2018-11-05 00:00:00-05:00,57.8728657893767,58.959167400541546,57.77328733592391,58.370758056640625,84528800,6985684.268553119,,,0.0,,,,
2018-11-06 00:00:00-05:00,58.20781163432557,59.81916200348873,58.16254618985091,59.755794525146484,100594200,21822043.861985993,,,0.0,,,,
2018-11-07 00:00:00-05:00,60.00927926954515,61.74736502495304,59.78296580431373,61.70210647583008,117059200,37528356.92759894,,,0.0,,,,
2018-11-08 00:00:00-05:00,61.35808200961228,62.444390369196284,61.222292601347256,62.209022521972656,131140900,46185974.66275283,25671086.573789675,,0.0,,,89.9324657867405,97.7566670906563
2018-11-09 00:00:00-05:00,62.00080913755604,62.42627937975396,61.62965880080073,62.10038757324219,122503700,47756340.62514322,21869745.380509038,5.596648081827524,0.0,,,88.81150793532039,96.72124802867891
2018-11-12 00:00:00-05:00,61.95556383056586,62.4081906688218,61.37620203012124,61.47578048706055,109714100,37434924.0626558,17604285.35623222,5.625279585841612,0.0,,,82.44829457513188,90.76800654574501
2018-11-13 00:00:00-05:00,61.50293087882191,61.81071378310387,60.74251427473905,61.02314758300781,93077100,29539542.670614988,14013608.358952567,5.4323727939929825,0.0,,,78.08229480881245,86.45388164937143
2018-11-14 00:00:00-05:00,61.25068879702668,61.842257475603304,60.73192397772603,61.01405715942383,79726600,22973705.205713637,11994326.921951061,5.471073171326154,0.0,,,77.99296834066254,86.36723920170333
2018-11-15 00:00:00-05:00,60.71371252054105,61.669335130419825,60.39517396512137,61.54191970825195,94973100,35170921.82306178,11430573.983202055,5.620524517105048,0.0,,,79.4622399387755,91.16983348224238
2018-11-16 00:00:00-05:00,61.25067240901123,62.37010869364318,61.0595423666414,62.03337097167969,104261000,39685944.291590616,10449713.44125754,5.653116959622851,0.0,,,80.75078031897637,95.97840696748828
2018-11-19 00:00:00-05:00,61.978775588278786,62.31552034174848,61.18698067874507,61.80585861206055,93405600,40736492.726639114,8604077.568419375,5.879173786974149,0.0,,,78.30157782580791,93.53471578160885
2018-11-20 00:00:00-05:00,61.33258735715558,61.77854131258893,60.75921798588414,61.14146423339844,82196700,37934267.72663914,6311047.894218648,5.388442454980158,0.0,,,71.48310646640306,86.80756643758838
2018-11-21 00:00:00-05:00,61.405402241528215,61.86956239793356,60.75011894863122,60.76831817626953,71218600,27313118.211383455,4824264.66222072,5.4479022323664665,0.0,,,67.90654468940383,73.84893225698436
2018-11-23 00:00:00-05:00,60.285949392556596,60.285949392556596,59.39404156132679,59.79448699951172,63438800,26519209.15416277,3052768.0263405563,1.7099140457379582,0.0,,,59.53468613255101,43.270286465332845
2018-11-26 00:00:00-05:00,60.04932283122316,60.17673823160886,59.34853118548329,59.7853889465332,50372000,27237206.1292456,2599675.102769096,1.4488998631240377,0.0,44.00000000000001,,59.460931139560365,37.90055613211038
2018-11-27 00:00:00-05:00,59.576073237239115,60.56810130158514,59.43955472186414,60.14034652709961,63541100,30423297.00600672,2896074.641550234,1.136469889654021,0.0,44.0,1.5243394807575754,61.466653266226125,25.57659423858752
2018-11-28 00:00:00-05:00,60.23134367688551,60.968533781208954,59.59426666618853,60.81381607055664,76408700,40393577.27561337,3720340.6495270142,-0.16384373771435864,0.0,44.0,1.457422304570379,65.00447316559806,47.33047590736906
